,stft,cqt,centroid,bandwidth,rollof,tempo,rms,zero_crossing_rate,genre
135,0.51510864,0.48683563,1945.5683447569343,2236.6111415753853,4158.116523104924,135.99917763157896,0.20093775,0.050709066007159444,hiphop
136,0.44249186,0.4710703,2058.140062741243,2239.5203757968184,4451.6980811907415,135.99917763157896,0.17191303,0.0626704449255031,hiphop
137,0.5070619,0.506646,2119.560028767125,2379.3127051999545,4558.239103618421,135.99917763157896,0.20102774,0.05583223986551858,hiphop
138,0.43002364,0.48419997,2267.9613017734277,2378.220513334007,4693.838283668731,135.99917763157896,0.1791709,0.07410083688080496,hiphop
139,0.39835277,0.64241046,1821.344863604689,2130.0336981274877,3780.8521377043826,92.28515625,0.17320482,0.0706703965508901,hiphop
140,0.3740146,0.6419502,2376.146434390165,2444.8106698789256,4875.812183297456,92.28515625,0.20450145,0.11597964638157894,hiphop
141,0.39220804,0.6480729,2315.9118706976574,2397.0826455065417,4794.662673997436,92.28515625,0.19854188,0.11377595600328948,hiphop
142,0.35910693,0.64836335,2136.106645996112,2354.2952128485294,4452.289744279702,92.28515625,0.19713943,0.09347638109520123,hiphop
143,0.36600325,0.6315053,2306.131040188218,2413.1012610162516,4827.945806072224,92.28515625,0.20437707,0.11018640854779412,hiphop
144,0.31766808,0.27652308,1657.1020612338825,1966.1264493816784,3312.4799698868032,143.5546875,0.20061211,0.05970031927244582,hiphop
145,0.32395306,0.33857864,1981.4080904787143,2366.552077277578,4180.799719276074,143.5546875,0.25987867,0.06409636222910217,hiphop
146,0.42414615,0.39017722,2055.064660949286,2460.159612755922,4355.84032749613,135.99917763157896,0.2776056,0.06619650070143189,hiphop
147,0.39794526,0.37389812,2166.4464745547953,2562.1499517870757,4777.054447138642,143.5546875,0.2804814,0.06650224337267802,hiphop
148,0.45260334,0.39625472,2043.1601141617366,2508.1108427918143,4445.2397869098295,143.5546875,0.28746,0.05609981194369195,hiphop
149,0.3090162,0.48445475,877.5529794833295,1469.4584218812793,1656.93164742768,123.046875,0.006352441,0.040204972305534055,klasyczna
150,0.3400948,0.51296145,1417.1936268547377,1734.1307633768388,2606.5175720781735,123.046875,0.015004299,0.08026708833204334,klasyczna
151,0.33568245,0.51001596,1578.010525057877,1726.9583574663711,2886.032548556018,123.046875,0.03649326,0.08732827012383901,klasyczna
152,0.32636604,0.41640738,1684.5381938717533,1873.730429258708,3288.388448898268,135.99917763157896,0.023542935,0.08669297540150929,klasyczna
153,0.34829155,0.49008244,1619.828694620547,1891.154216003233,3274.496866232101,143.5546875,0.022825837,0.08206677510642414,klasyczna
154,0.17786223,0.2572064,764.293527846571,1039.7428862895315,1193.817781147204,129.19921875,0.012277687,0.04183421415441176,klasyczna
155,0.26274905,0.26789013,957.4112916345756,1090.0505047978872,1652.5483405996033,129.19921875,0.028891383,0.05802988341718266,klasyczna
156,0.33257675,0.43332776,1455.6368910885249,1521.8260387352825,2719.658554596798,151.99908088235293,0.09038277,0.08316805340557276,klasyczna
157,0.32374808,0.4356503,1460.3786746081773,1539.2611459703119,2780.766518418634,143.5546875,0.075407386,0.08287289268092106,klasyczna
158,0.2895628,0.386343,1513.798502746013,1573.70029541253,2835.341188413071,143.5546875,0.08168332,0.08145302220394737,klasyczna
159,0.29481807,0.32438627,1163.796478356901,1335.212747144237,2206.8366555606617,123.046875,0.07658944,0.0799390479876161,klasyczna
160,0.3444156,0.42341024,1395.6831797050213,1522.9524638311013,2682.850443837074,129.19921875,0.08026167,0.09322581571691177,klasyczna
161,0.30644643,0.4249935,1582.4839413546563,1563.401289208014,2878.332595116583,117.45383522727273,0.06399466,0.11875211638931889,klasyczna
162,0.33907178,0.36426944,1681.5377021251309,1656.193354204711,3150.1476181549924,117.45383522727273,0.07828099,0.1228167176615712,klasyczna
163,0.3598461,0.31319305,1250.8446085878873,1454.1057449332936,2424.9353367477747,129.19921875,0.12362132,0.0864511023364938,klasyczna
164,0.19334273,0.33321473,856.993599983675,1014.6100107541988,1504.2242374951625,129.19921875,0.008469586,0.05083264802631579,klasyczna
165,0.27397117,0.3268496,1180.2511544605354,1371.0019588786306,2179.3201552825076,123.046875,0.012824116,0.07415828173374613,klasyczna
166,0.3039409,0.26695374,1624.6517313797165,2053.9891195051337,3384.829532398897,123.046875,0.100610785,0.06662620331849846,klasyczna
167,0.27755898,0.3161809,1798.9113998557434,2053.0742198919334,3644.9946258828368,129.19921875,0.052508257,0.08383509396768576,klasyczna
168,0.3273697,0.33970076,2176.503569259262,2328.916789510691,4495.897813921004,123.046875,0.12225653,0.10717017584171827,klasyczna
169,0.2924314,0.39184853,1499.101557412621,1554.1533885407655,2813.074656389077,107.666015625,0.06525702,0.08599267729295666,klasyczna
